tag,seed,epoch,train_loss,stop_loss,stop_auc,stop_bal_acc_0.5,stop_acc_0.5,lr
cv_fold1,42,1,0.6915350131690502,0.6910814132009234,0.5372104379818132,0.5364071620246889,0.543903803131991,0.00045
cv_fold1,42,2,0.6733372770249844,0.6892681845596859,0.6144371920831939,0.5736216637971789,0.5425055928411633,0.00045
cv_fold1,42,3,0.623145119100809,0.8439974657126835,0.5563591889757487,0.5447501242842648,0.4941275167785235,0.00045
cv_fold1,42,4,0.5580485548824072,0.8393135475260871,0.5535075931928797,0.5551944049729961,0.5324384787472036,0.00045
cv_fold1,42,5,0.5059455268085002,0.9373701981135777,0.4912438856882775,0.475443528887456,0.4974832214765101,0.000225
cv_fold1,42,6,0.4340114828199148,1.1393784071717943,0.5010267844443511,0.5041423572966038,0.4988814317673378,0.000225
cv_fold1,42,7,0.3884327422827482,1.3728835412434168,0.47320945996285696,0.4906302532960729,0.48825503355704697,0.000225
cv_fold1,42,8,0.3631142873317003,1.4247111805847712,0.46446604499699956,0.4766931445205878,0.4879753914988814,0.0001125
cv_fold1,1337,1,0.6938629262149334,0.6776680861200605,0.5306433522480212,0.5012797554139852,0.5791387024608501,0.00045
cv_fold1,1337,2,0.6820005171000958,0.715060796056475,0.5651449350944899,0.5370854764185,0.5195749440715883,0.00045
cv_fold1,1337,3,0.6350201375782489,0.775896715266364,0.5830980850063734,0.560678151842184,0.5232102908277405,0.00045
cv_fold1,1337,4,0.5666635360568761,0.914769491979054,0.5695944472364192,0.5571416380056541,0.49328859060402686,0.00045
cv_fold1,1337,5,0.5108152389526367,1.0424685925245285,0.5029462482407172,0.4928135248372113,0.5271252796420581,0.00045
cv_fold1,1337,6,0.4406944017857313,1.2899872554200036,0.48323279966731103,0.471333681916267,0.5041946308724832,0.000225
cv_fold1,1337,7,0.38734056763350966,1.2429215077842986,0.507116713422836,0.4910769316213035,0.5276845637583892,0.000225
cv_fold1,1337,8,0.35433258190751077,1.3873406989233834,0.4776442408635826,0.4779112657759741,0.5162192393736018,0.000225
cv_fold1,1337,9,0.3255111386999488,1.4839464255741663,0.46649658573853303,0.4827478539798734,0.5251677852348994,0.0001125
cv_fold1,2026,1,0.6928838282823563,0.6895871801035744,0.5380423297982869,0.5302396823741207,0.5304809843400448,0.00045
cv_fold1,2026,2,0.6748935095965862,0.7091010170323508,0.5793055523572017,0.5648885776326252,0.5251677852348994,0.00045
cv_fold1,2026,3,0.634056082367897,0.7993204253060477,0.5738052116760833,0.5607316584194293,0.5036353467561522,0.00045
cv_fold1,2026,4,0.5679942734539509,1.0917274739061082,0.47854826496457054,0.5117907499996613,0.47063758389261745,0.00045
cv_fold1,2026,5,0.5003335237503052,1.1144229982580458,0.5132824998272889,0.52609326128684,0.4963646532438479,0.000225
cv_fold1,2026,6,0.4313434772193432,1.3022101649216242,0.47799897592474944,0.48595350752546307,0.4837807606263982,0.000225
cv_fold1,2026,7,0.38643933944404124,1.41897771188191,0.477755995107196,0.48735856315198445,0.47511185682326623,0.000225
cv_fold1,2026,8,0.35717103630304337,1.5547629722527094,0.45423579061724917,0.46321219624857934,0.47119686800894856,0.0001125
cv_fold1,777,1,0.6934866726398468,0.6807382617677961,0.5232399722578556,0.48988048391619377,0.5492170022371364,0.00045
cv_fold1,777,2,0.6753434486687183,0.7046013006142208,0.5471792551613528,0.512381015595474,0.511744966442953,0.00045
cv_fold1,777,3,0.6368493229150772,0.7442517919199807,0.5317846001297704,0.5123410549871517,0.5106263982102909,0.00045
cv_fold1,777,4,0.5823334798216819,0.8314788596970695,0.5035720720049524,0.5171319255459363,0.5030760626398211,0.00045
cv_fold1,777,5,0.515393053740263,1.0990403102976936,0.43711283927572414,0.4581300873579536,0.4401565995525727,0.000225
cv_fold1,777,6,0.45124107152223586,1.072807028889656,0.45579103717420255,0.450533507986026,0.46868008948545864,0.000225
cv_fold1,777,7,0.4197587203234434,1.1502342224121094,0.48167975433030763,0.4816560488846926,0.4524608501118568,0.000225
cv_fold1,777,8,0.3952744610607624,1.3526420550686973,0.4651248870604841,0.48016362175861893,0.4633668903803132,0.0001125
cv_fold1,31415,1,0.6915727384388447,0.6878175054277692,0.5057230025452876,0.4702869171677546,0.5111856823266219,0.00045
cv_fold1,31415,2,0.6698524199426175,0.673780300787517,0.5574135733317801,0.49855329051904085,0.5274049217002237,0.00045
cv_fold1,31415,3,0.6222850784659386,0.7737672882420676,0.5112644891070091,0.5053103584669756,0.5069910514541387,0.00045
cv_fold1,31415,4,0.5659775778651237,0.8069229423999786,0.5324385317795204,0.5428709597454442,0.5363534675615212,0.00045
cv_fold1,31415,5,0.5184755112975836,0.9175317968641009,0.48892752500247216,0.4925707133442694,0.5285234899328859,0.000225
cv_fold1,31415,6,0.46541745588183403,1.0276484744889396,0.4798481700073283,0.4833120435855096,0.5128635346756152,0.000225
cv_fold1,31415,7,0.4377494264394045,1.0289746948650904,0.48446531351467775,0.47973353724531886,0.5332774049217002,0.000225
cv_fold1,31415,8,0.4083422772586346,1.1251706438405173,0.5128686704766962,0.5000057570367922,0.5153803131991052,0.0001125
cv_fold1,123,1,0.6928532496094704,0.6926257652895791,0.5280928156244624,0.5108306794522552,0.5385906040268457,0.00045
cv_fold1,123,2,0.6802039995789528,0.6959517853600639,0.5636782453093696,0.555537456635967,0.5713087248322147,0.00045
cv_fold1,123,3,0.6472371317446232,0.7055233504090991,0.5739061291445585,0.5809906708912029,0.6129753914988815,0.00045
cv_fold1,123,4,0.598405585438013,0.8054671266249248,0.4981811150228859,0.49205359598064013,0.5690715883668904,0.00045
cv_fold1,123,5,0.5344041120260954,0.9725492383752551,0.5140884849781978,0.5173374856243405,0.5240492170022372,0.00045
cv_fold1,123,6,0.46234594434499743,1.194875282900674,0.4996388306035948,0.5102637806528344,0.5274049217002237,0.000225
cv_fold1,123,7,0.40029324889183043,1.3041791745594569,0.4973575201123773,0.506605691745222,0.5139821029082774,0.000225
cv_fold1,123,8,0.3644762232899666,1.3667390452963966,0.5213120422309128,0.5249425312268449,0.5343959731543624,0.000225
cv_fold1,123,9,0.3313047580420971,1.377694091626576,0.5162934300696127,0.5100829419677145,0.5480984340044742,0.0001125
cv_fold1,999,1,0.6914107143878937,0.6829895802906581,0.5387023571340523,0.5308834545471786,0.552013422818792,0.00045
cv_fold1,999,2,0.6751011721789837,0.6990079794611249,0.5669976849939111,0.5516162372820284,0.5212527964205816,0.00045
cv_fold1,999,3,0.6364984683692455,0.7636435031890869,0.5395491495163411,0.5696482924628874,0.5237695749440716,0.00045
cv_fold1,999,4,0.5645098336040973,0.8715284849916186,0.49006335449665217,0.5184557053589207,0.4804250559284116,0.00045
cv_fold1,999,5,0.4959136307239532,1.1004503284181868,0.45733747885135606,0.46061103156617134,0.4697986577181208,0.000225
cv_fold1,999,6,0.4479242395609617,1.1664358654192515,0.4581118002999078,0.4671503480636715,0.4608501118568233,0.000225
cv_fold1,999,7,0.410514734312892,1.2442688473633357,0.44091874856920704,0.4544195078207652,0.48965324384787473,0.000225
cv_fold1,999,8,0.3853156868368387,1.3107784603323256,0.4560597553327093,0.4710183994895879,0.4988814317673378,0.0001125
cv_fold1,5555,1,0.6900415740907192,0.6966565889971597,0.5219376966705362,0.5125229096199407,0.5332774049217002,0.00045
cv_fold1,5555,2,0.6672604337334633,0.6994236324514661,0.5435360668195555,0.5139025665547319,0.5461409395973155,0.00045
cv_fold1,5555,3,0.6274862349033355,0.8009007147380284,0.5901433434431415,0.5454961685226902,0.5044742729306487,0.00045
cv_fold1,5555,4,0.5716779425740242,0.8985580950975418,0.5504296104043878,0.5443129281372803,0.5369127516778524,0.00045
cv_fold1,5555,5,0.4955570165067911,0.9903727471828461,0.5083566775531103,0.4781100528699167,0.4784675615212528,0.00045
cv_fold1,5555,6,0.44235270358622075,1.1417616137436457,0.5133719032221795,0.49756748263068135,0.5103467561521253,0.000225
cv_fold1,5555,7,0.37954034060239794,1.228022771222251,0.5024531749719259,0.49721359419257216,0.5156599552572707,0.000225
cv_fold1,5555,8,0.3456880584359169,1.3406414091587067,0.5223213862402757,0.5242333997537343,0.5332774049217002,0.000225
cv_fold1,5555,9,0.3272884596139193,1.3373189568519592,0.5306320074990484,0.5323877343960597,0.540268456375839,0.0001125
cv_fold1,8080,1,0.6929351180791855,0.6949810811451503,0.5166180253499263,0.4955542129995245,0.4949664429530201,0.00045
cv_fold1,8080,2,0.6734273262321949,0.6965056998389108,0.5449888719865299,0.519177705502508,0.5240492170022372,0.00045
cv_fold1,8080,3,0.6369885906577111,0.7220264651945659,0.5766657816633638,0.5604868150311489,0.5564876957494407,0.00045
cv_fold1,8080,4,0.584941279888153,0.7693922349384853,0.578583382889003,0.5650514679089224,0.5215324384787472,0.00045
cv_fold1,8080,5,0.5278388224542141,0.8738895952701569,0.5294425021030117,0.5393219158876605,0.5704697986577181,0.00045
cv_fold1,8080,6,0.45745640955865385,0.9324100123984473,0.5652301053740922,0.5555198468763674,0.5567673378076062,0.00045
cv_fold1,8080,7,0.4061085682362318,1.1598710013287408,0.5404924569272054,0.5280736819433589,0.537751677852349,0.000225
cv_fold1,8080,8,0.3492903605103493,1.2021117891584123,0.5466130336603782,0.5447182912572962,0.5634787472035794,0.000225
cv_fold1,8080,9,0.3219303127378225,1.351073865379606,0.516793445647477,0.5145747852625276,0.5380313199105146,0.000225
cv_fold1,8080,10,0.3024377657100558,1.3548609231199538,0.5283026088181548,0.5278278226074093,0.5472595078299777,0.0001125
cv_fold1,2718,1,0.6929592795670032,0.6872443684509822,0.5035658069943256,0.5043563836055848,0.5587248322147651,0.00045
cv_fold1,2718,2,0.6779708959162235,0.6936732658318111,0.5639251205929883,0.5195227890608174,0.5114653243847874,0.00045
cv_fold1,2718,3,0.6413922891020775,0.8563858015196664,0.5310456675250296,0.5415360045080985,0.4966442953020134,0.00045
cv_fold1,2718,4,0.5864769324660302,0.8024702285017286,0.5431970789472615,0.5438980828390183,0.5662751677852349,0.00045
cv_fold1,2718,5,0.5154624707996845,0.9257490996803556,0.513817226950518,0.512939109515095,0.5156599552572707,0.000225
cv_fold1,2718,6,0.44641010612249377,1.135869881936482,0.47142579450494226,0.4571198967255329,0.4879753914988814,0.000225
cv_fold1,2718,7,0.4190174639225006,1.2444961326462882,0.47255485101466077,0.4639450331673049,0.47063758389261745,0.000225
cv_fold1,2718,8,0.39257418662309645,1.255562275648117,0.4771100217141882,0.4728322047283559,0.47706935123042504,0.0001125
cv_fold2,42,1,0.6893690884488184,0.6928903375353131,0.5263790757753855,0.5467460334924361,0.575321408608161,0.00045
cv_fold2,42,2,0.6684313352752782,0.7018919097525733,0.5170188183671984,0.517128962749436,0.5517048630519843,0.00045
cv_fold2,42,3,0.6303424096707279,0.8273210600018501,0.48352029667165686,0.487352861734826,0.5048910005589715,0.00045
cv_fold2,42,4,0.5651180882873775,0.9837457005466733,0.5277494524417676,0.5304475263377263,0.5349357182783678,0.00045
cv_fold2,42,5,0.4990105381551779,1.1143064115728651,0.558457649787292,0.547553799263818,0.5444382336500838,0.00045
cv_fold2,42,6,0.44209514961302654,1.1753693829689706,0.5471426419320994,0.5375560908150708,0.5419228619340414,0.00045
cv_fold2,42,7,0.39194402942117657,1.231419628219945,0.5826145334323465,0.5487718357308375,0.5619060927892677,0.00045
cv_fold2,42,8,0.34941549571055286,1.4113016836345196,0.587036066663104,0.5693657319829704,0.5644214645053103,0.00045
cv_fold2,42,9,0.3149906080099022,1.4594690389931202,0.5809949314239384,0.5534213150376783,0.5581330352152041,0.00045
cv_fold2,42,10,0.29124903285278464,1.5649240506546838,0.5646550747865444,0.5361864798798495,0.5374510899944103,0.00045
cv_fold2,42,11,0.26861711961668244,1.5192390557910715,0.5876244706077318,0.562736192799177,0.5803521520402459,0.00045
cv_fold2,42,12,0.2497687690288016,1.6474947152393205,0.5765480484615937,0.5380864200963966,0.5392677473448854,0.00045
cv_fold2,42,13,0.23149274373954198,1.6621136495045252,0.593598584219506,0.5644603775634967,0.5633035215204024,0.00045
cv_fold2,42,14,0.21958805339516335,1.6306121264185225,0.5920281099103103,0.5512339032227045,0.5519843487982113,0.00045
cv_fold2,42,15,0.20622360678213947,1.5945906011121613,0.6024710708782526,0.5809729267284749,0.585103409726104,0.00045
cv_fold2,42,16,0.19575288971452592,1.6526557404015745,0.5992433125272086,0.5761849709864464,0.5751816657350475,0.00045
