seed,epoch,train_loss,val_loss,val_auc,val_acc_0.5,lr
42,1,0.6906713165085892,0.7100940517016819,0.45631490755221055,0.5007139457401237,0.0007
42,2,0.6144095967555868,0.7461450951439994,0.48558809401770514,0.4858004125019832,0.0007
42,3,0.5203189644320257,0.7653342400278363,0.5111598947481841,0.5008726003490401,0.0007
42,4,0.44060462096641806,0.8787116919245038,0.4822224929937858,0.482468665714739,0.0007
42,5,0.3748729023440131,0.8676172920635769,0.49684456022726015,0.5105505314929398,0.0007
42,6,0.30982493429348384,0.9615969147000994,0.4911428159996456,0.49928605425987627,0.00035
42,7,0.2636970466580884,1.0761335151536124,0.4968798556362387,0.4984927812152943,0.00035
42,8,0.2420699180200182,1.0645149605614799,0.4893037288265309,0.49468507060130096,0.00035
42,9,0.2313127826000082,1.179265056337629,0.492893438074935,0.496747580517214,0.00035
42,10,0.20043323882694902,1.3306783778326852,0.4975308318740201,0.5034110740917024,0.000175
42,11,0.18518264797227135,1.3814393196787154,0.4934257391644101,0.5029351102649532,0.000175
1337,1,0.6929085604075728,0.7299988865852356,0.44651501892659656,0.5065841662700301,0.0007
1337,2,0.6304259012485373,0.7202611224991935,0.47458987338967845,0.4696176423925115,0.0007
1337,3,0.5427734276344036,0.7484789320400783,0.5006373313649807,0.5184832619387593,0.0007
1337,4,0.46227613605301954,0.8346040334020343,0.49374561324891975,0.4954783436458829,0.0007
1337,5,0.39068725910680047,0.9410488264901298,0.5013747083471376,0.506108202443281,0.0007
1337,6,0.3353425305465172,1.0666550993919373,0.4889702602193049,0.4858004125019832,0.0007
1337,7,0.275078175910588,1.1530498266220093,0.49171146984986613,0.47707440901158177,0.00035
1337,8,0.2397869717458199,1.296569091933114,0.4946786506580253,0.4829446295414882,0.00035
1337,9,0.2199233683018849,1.3869885291372026,0.4822705773241347,0.4816753926701571,0.00035
1337,10,0.1973434136859302,1.4530834725924902,0.502827610374937,0.4900840869427257,0.00035
1337,11,0.17683765394934292,1.610287002154759,0.48369382315237847,0.4929398699032207,0.000175
1337,12,0.15976393582492038,1.728091103690011,0.48775093223180777,0.48754561320006345,0.000175
1337,13,0.14776557838094645,1.868163057735988,0.49135116464779616,0.48786292241789625,0.000175
1337,14,0.14287020959730806,1.852873717035566,0.48793435758831155,0.4864350309376487,0.000175
1337,15,0.1309160171397801,1.9894755397524153,0.4884468710947216,0.4902427415516421,8.75e-05
1337,16,0.12269607391850702,2.0131103140967235,0.49214050291678035,0.4924639060764715,8.75e-05
1337,17,0.11758580726796183,2.1151929753167287,0.49075522105197433,0.4858004125019832,8.75e-05
1337,18,0.11271981047145252,2.227193440709795,0.4879315379836,0.4856417578930668,8.75e-05
2026,1,0.6921215591759518,0.7149734582219806,0.44175094431582795,0.4756465175313343,0.0007
2026,2,0.613482902789938,0.7289833171027047,0.4783111474079273,0.5126130414088529,0.0007
2026,3,0.5157172289387933,0.7751700452395848,0.49716861336875295,0.5035697287006188,0.0007
2026,4,0.4415239527307708,0.7635828426906041,0.4948217455971369,0.5129303506266857,0.0007
2026,5,0.37607316107585514,0.8308619260787964,0.5018421081781628,0.5224496271616691,0.0007
2026,6,0.3037919083545948,0.940279347555978,0.49102016319469266,0.5075360939235285,0.00035
2026,7,0.2634256651689266,0.9509792242731366,0.4979392717565231,0.5216563541170871,0.00035
2026,8,0.24340002290133772,1.026145602975573,0.4943570143205709,0.496747580517214,0.00035
2026,9,0.22844675851279292,1.0674654245376587,0.49911147206526985,0.4962716166904649,0.00035
2026,10,0.21080180437400423,1.2499290023531233,0.4979406312087947,0.49769950817071235,0.000175
2026,11,0.1904468649420245,1.250663093158177,0.5010359026309933,0.5010312549579565,0.000175
2026,12,0.18193462079968944,1.3126325351851327,0.49973279210349564,0.49896874504204347,0.000175
2026,13,0.1774433928317037,1.4009498528071813,0.49323163959006977,0.48389655719498653,0.000175
