seed,epoch,train_loss,val_loss,val_auc,val_acc_0.5,lr
42,1,0.706097294886907,0.6926022512572152,0.5120592083064482,0.5081658291457286,0.0007
42,2,0.6961224397023519,0.69537924017225,0.5062232752615992,0.5097361809045227,0.0007
42,3,0.6960816085338593,0.6932817016329084,0.5080965967951032,0.5169597989949749,0.0007
42,4,0.6939565757910411,0.6957425049373082,0.4946588014293974,0.5072236180904522,0.0007
42,5,0.6901325424512227,0.6988113267081124,0.49668756301957234,0.5029836683417085,0.0007
42,6,0.6860219915707906,0.7001845070293972,0.4980507589973697,0.5100502512562815,0.00035
42,7,0.6807333091894786,0.70294736964362,0.4978379970283373,0.49733040201005024,0.00035
42,8,0.6769786854585012,0.703616065638406,0.4948277086823458,0.4995288944723618,0.00035
42,9,0.6667871514956156,0.7239019189562116,0.5013478048963371,0.49717336683417085,0.00035
1337,1,0.7093086083730061,0.694261976650783,0.4911318265859227,0.4864949748743719,0.0007
1337,2,0.6987191398938497,0.6959945389202663,0.49767525607405083,0.4923052763819096,0.0007
1337,3,0.6961778581142426,0.6938698802675519,0.4986537736761203,0.5076947236180904,0.0007
1337,4,0.6945998768011729,0.6955780897821698,0.4958627589105482,0.5059673366834171,0.0007
1337,5,0.6911298116048177,0.6948929854801723,0.5051910861959759,0.5086369346733668,0.0007
1337,6,0.6910369535287221,0.7002061946051461,0.5007951072146681,0.5054962311557789,0.0007
1337,7,0.6873778760433197,0.6954213210514614,0.5009068405464228,0.49324748743718594,0.0007
1337,8,0.6812965412934621,0.7044008203915187,0.49829149129713274,0.5064384422110553,0.00035
1337,9,0.676006656885147,0.7080514345850263,0.4991884657656964,0.4979585427135678,0.00035
1337,10,0.662402723232905,0.713901128087725,0.497959547107562,0.498429648241206,0.00035
1337,11,0.654668511946996,0.7170929738453456,0.5026838198296326,0.5064384422110553,0.00035
1337,12,0.6316229184468587,0.7237592254366193,0.5024882741664644,0.5048680904522613,0.000175
1337,13,0.6135022143522898,0.7266296999795097,0.5060468204590883,0.5040829145728644,0.000175
1337,14,0.6010032037893931,0.7373142497880119,0.5040872694050953,0.5018844221105527,0.000175
1337,15,0.5855613927046458,0.7988836680139814,0.5000438547160839,0.5026695979899497,0.000175
1337,16,0.5603463828563691,0.7655292323657444,0.5051968578515235,0.5054962311557789,8.75e-05
1337,17,0.5483273863792419,0.7844571811812264,0.5011374601163803,0.5017273869346733,8.75e-05
1337,18,0.532762685418129,0.7797424622944423,0.50287591236555,0.4959170854271357,8.75e-05
1337,19,0.5293239206075668,0.7750740391867501,0.5065956703703923,0.500785175879397,8.75e-05
1337,20,0.5184191723664602,0.7968757152557373,0.5035237190377811,0.4979585427135678,4.375e-05
1337,21,0.5032690425713857,0.8039334756987435,0.5034463689873655,0.5045540201005025,4.375e-05
1337,22,0.4922608931859334,0.811495338167463,0.5016769865841073,0.5006281407035176,4.375e-05
1337,23,0.4938277234633764,0.8096111076218742,0.5009203570730898,0.503140703517588,4.375e-05
1337,24,0.4801594664653142,0.8089599609375,0.5037314986374947,0.5062814070351759,2.1875e-05
1337,25,0.4881445954243342,0.8167734316417149,0.5033253615424231,0.5015703517587939,2.1875e-05
1337,26,0.46807102163632713,0.8181607467787606,0.5031706614415918,0.5043969849246231,2.1875e-05
1337,27,0.4727049916982651,0.8203827483313424,0.5033438111080197,0.5023555276381909,2.1875e-05
2026,1,0.7087120612462362,0.6950567620141166,0.5037549799027994,0.5061243718592965,0.0007
2026,2,0.697628257671992,0.6930779729570661,0.49700071233082144,0.5130339195979899,0.0007
2026,3,0.6937672475973765,0.6937063336372375,0.49581535240643504,0.5109924623115578,0.0007
2026,4,0.6931652049223582,0.6947992954935346,0.5031916761874319,0.4943467336683417,0.0007
2026,5,0.6917200406392415,0.6952651909419468,0.49703963400797574,0.49246231155778897,0.0007
2026,6,0.6910593728224437,0.6998695049967084,0.4990904956125552,0.5095791457286433,0.0007
2026,7,0.6846537709236145,0.7014679823602948,0.4935677612093443,0.4937185929648241,0.00035
2026,8,0.6785360654195149,0.7019813571657453,0.49228674966011365,0.49246231155778897,0.00035
2026,9,0.6720574140548706,0.7119886704853603,0.4932665005219155,0.5062814070351759,0.00035
